Current Period,Customer ID,Periods Active,Current Customer (Y/N),Period Acquired,Period Terminated,Acquisition Channel,Sector,Referred (Y/N),Premium (Y/N),Region,Co. Age,Size,No. Maker Contracts,No. Advanced Contracts,"Revenue, Total",Maker Revenue,Advanced Revenue,Expected CLV
9,2054,1,N,2,3,External,Automotive,N,N,Northeast,6-10yrs,Medium,1,0,21000,21000,0,86737
9,2055,7,Y,2,,External,Automotive,N,N,Midwest,0-5yrs,Large,1,0,21000,21000,0,34829
9,2056,2,N,2,4,External,Automotive,N,N,Midwest,0-5yrs,Medium,1,1,50000,21000,29000,114974
9,2057,1,N,2,3,External,Automotive,N,N,Northeast,10+yrs,Small,0,1,29000,0,29000,164553
9,2058,1,N,2,3,External,Automotive,N,N,Midwest,10+yrs,Small,1,0,21000,21000,0,526220
9,2059,2,N,2,4,External,Automotive,N,N,Midwest,0-5yrs,Small,1,1,50000,21000,29000,319178
9,2060,2,N,2,4,External,Automotive,N,N,Northeast,6-10yrs,Small,1,0,21000,21000,0,302806
9,2061,1,N,2,3,External,Automotive,N,N,Northeast,0-5yrs,Small,1,1,50000,21000,29000,64013
9,2062,7,Y,2,,External,Automotive,N,Y,Midwest,0-5yrs,Small,3,4,256000,96000,160000,80031
9,2063,3,N,2,5,External,Automotive,N,N,West,6-10yrs,Medium,1,3,108000,21000,87000,244383
9,2064,4,N,2,6,External,Automotive,N,Y,Southwest,10+yrs,Small,1,0,32000,32000,0,19415
9,2065,1,N,2,3,External,Automotive,N,N,West,6-10yrs,Medium,1,0,21000,21000,0,5361
9,2066,1,N,2,3,External,Automotive,N,N,Midwest,0-5yrs,Small,0,2,58000,0,58000,214082
9,2067,1,N,2,3,External,Automotive,N,N,Southeast,6-10yrs,Small,1,0,21000,21000,0,40924
9,2068,1,N,2,3,External,Automotive,N,N,Southeast,10+yrs,Small,1,0,21000,21000,0,17729
9,2069,1,N,2,3,External,Automotive,N,N,Southwest,6-10yrs,Medium,1,0,21000,21000,0,78683
9,2070,1,N,2,3,External,Automotive,N,N,Southeast,10+yrs,Medium,0,1,29000,0,29000,91447
9,2071,4,N,2,6,External,Automotive,N,Y,Southeast,10+yrs,Large,3,1,136000,96000,40000,57896
9,2072,1,N,2,3,External,Automotive,N,N,Midwest,0-5yrs,Small,0,3,87000,0,87000,49723
9,2073,2,N,2,4,External,Automotive,N,N,Midwest,0-5yrs,Small,1,0,21000,21000,0,27020
9,2074,2,N,2,4,External,Automotive,N,N,West,6-10yrs,Medium,1,1,50000,21000,29000,88889
9,2075,2,N,2,4,External,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,73910
9,2076,2,N,2,4,External,Automotive,N,N,Midwest,0-5yrs,Medium,1,1,50000,21000,29000,115935
9,2077,3,N,2,5,External,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,31083
9,2078,3,N,2,5,External,Automotive,N,N,Southeast,6-10yrs,Small,1,0,21000,21000,0,102325
9,2079,1,N,2,3,External,Automotive,N,N,Southeast,0-5yrs,Medium,1,0,21000,21000,0,23488
9,2080,2,N,2,4,External,Automotive,N,N,Northeast,0-5yrs,Small,1,0,21000,21000,0,16069
9,2081,3,N,2,5,External,Automotive,N,N,West,0-5yrs,Medium,3,0,63000,63000,0,19582
9,2082,3,N,2,5,External,Automotive,N,N,Northeast,0-5yrs,Small,5,1,134000,105000,29000,143173
9,2083,3,N,2,5,External,Automotive,N,N,Southwest,10+yrs,Small,1,2,79000,21000,58000,57842
9,2084,2,N,2,4,External,Automotive,N,N,Southwest,0-5yrs,Small,1,1,50000,21000,29000,22437
9,2085,1,N,2,3,External,Automotive,N,N,Southeast,0-5yrs,Small,1,3,108000,21000,87000,90867
9,2086,2,N,2,4,External,Automotive,N,N,Southeast,10+yrs,Medium,1,0,21000,21000,0,168259
9,2087,1,N,2,3,External,Automotive,N,N,West,10+yrs,Large,1,0,21000,21000,0,52281
9,2088,4,N,2,6,External,Automotive,N,N,Southeast,0-5yrs,Small,4,0,84000,84000,0,290833
9,2089,1,N,2,3,External,Automotive,N,N,West,0-5yrs,Large,0,1,29000,0,29000,41400
9,2090,3,N,2,5,External,Automotive,N,N,Midwest,0-5yrs,Small,4,0,84000,84000,0,174563
9,2091,1,N,2,3,External,Automotive,N,N,Midwest,10+yrs,Small,1,0,21000,21000,0,137220
9,2092,1,N,2,3,External,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,27492
9,2093,1,N,2,3,External,Automotive,N,N,Southeast,0-5yrs,Medium,1,0,21000,21000,0,67624
9,2094,2,N,2,4,External,Automotive,N,N,Midwest,0-5yrs,Medium,2,0,42000,42000,0,113632
9,2095,7,Y,2,,External,Automotive,N,Y,Midwest,0-5yrs,Small,2,4,224000,64000,160000,131113
9,2096,6,N,2,8,External,Automotive,N,N,Southwest,6-10yrs,Medium,2,2,100000,42000,58000,80273
9,2097,5,N,2,7,External,Automotive,N,Y,Midwest,0-5yrs,Medium,2,3,184000,64000,120000,145706
9,2098,2,N,2,4,External,Automotive,N,N,Southwest,0-5yrs,Medium,2,2,100000,42000,58000,37965
9,2099,1,N,2,3,External,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,147388
9,2100,1,N,2,3,External,Automotive,N,N,West,0-5yrs,Small,0,1,29000,0,29000,74549
9,2101,1,N,2,3,External,Automotive,N,N,Midwest,0-5yrs,Medium,1,0,21000,21000,0,46059
9,2102,2,N,2,4,External,Automotive,N,N,Northeast,0-5yrs,Small,3,1,92000,63000,29000,53274
9,2103,1,N,2,3,External,Automotive,N,N,Southwest,6-10yrs,Small,1,0,21000,21000,0,70476
9,2104,2,N,2,4,External,Automotive,N,N,Southwest,6-10yrs,Small,1,2,79000,21000,58000,131443
9,2105,1,N,2,3,External,Automotive,N,N,Southeast,0-5yrs,Small,0,1,29000,0,29000,91738
9,2106,3,N,2,5,External,Automotive,N,N,Northeast,0-5yrs,Medium,2,1,71000,42000,29000,28663
9,2107,5,N,2,7,External,Automotive,N,Y,Midwest,0-5yrs,Small,2,0,64000,64000,0,230156
9,2108,1,N,2,3,External,Automotive,N,N,West,0-5yrs,Small,0,1,29000,0,29000,201502
9,2109,3,N,2,5,External,Automotive,N,N,West,0-5yrs,Medium,1,0,21000,21000,0,76294
9,2110,2,N,2,4,External,Automotive,N,N,West,6-10yrs,Small,1,0,21000,21000,0,32053
9,2111,5,N,2,7,External,Automotive,N,N,West,10+yrs,Small,5,0,105000,105000,0,136208
9,2112,2,N,2,4,External,Automotive,N,N,Southeast,10+yrs,Medium,0,3,87000,0,87000,37956
9,2113,2,N,2,4,External,Automotive,N,N,Northeast,10+yrs,Small,2,0,42000,42000,0,46520
9,2114,6,N,2,8,External,Automotive,N,Y,Northeast,6-10yrs,Medium,5,3,280000,160000,120000,104890
9,2115,3,N,2,5,External,Automotive,N,N,Northeast,0-5yrs,Medium,0,4,116000,0,116000,207472
9,2116,1,N,2,3,External,Automotive,N,N,Midwest,0-5yrs,Small,1,1,50000,21000,29000,68091
9,2117,1,N,2,3,External,Automotive,N,N,Southwest,0-5yrs,Small,1,1,50000,21000,29000,31426
9,2118,3,N,2,5,External,Automotive,N,N,Southwest,10+yrs,Small,2,0,42000,42000,0,51677
9,2119,2,N,2,4,External,Automotive,N,N,Southwest,6-10yrs,Medium,1,0,21000,21000,0,94037
9,2120,2,N,2,4,External,Automotive,N,N,Southwest,10+yrs,Large,2,2,100000,42000,58000,154337
9,2121,5,N,2,7,External,Automotive,N,N,Midwest,0-5yrs,Small,2,0,42000,42000,0,103492
9,2122,1,N,2,3,External,Automotive,N,N,Southwest,6-10yrs,Medium,0,1,29000,0,29000,28006
9,2123,4,N,2,6,External,Automotive,N,N,Northeast,6-10yrs,Medium,2,0,42000,42000,0,113835
9,2124,1,N,2,3,External,Automotive,N,N,Northeast,6-10yrs,Small,1,0,21000,21000,0,220285
9,2125,4,N,2,6,External,Automotive,N,N,Southeast,0-5yrs,Small,2,1,71000,42000,29000,51985
9,2126,2,N,2,4,External,Automotive,N,N,Midwest,0-5yrs,Small,2,0,42000,42000,0,64733
9,2127,1,N,2,3,External,Automotive,N,N,Southwest,0-5yrs,Small,0,3,87000,0,87000,194766
9,2128,1,N,2,3,External,Automotive,N,N,Southwest,0-5yrs,Medium,0,1,29000,0,29000,113649
9,2129,1,N,2,3,External,Automotive,N,N,Southwest,10+yrs,Large,1,0,21000,21000,0,53560
9,2130,2,N,2,4,External,Automotive,N,N,Northeast,10+yrs,Small,1,0,21000,21000,0,84506
9,2131,1,N,2,3,External,Automotive,N,N,West,10+yrs,Medium,0,4,116000,0,116000,50146
9,2132,5,N,2,7,External,Automotive,N,N,Midwest,0-5yrs,Small,4,1,113000,84000,29000,148301
9,2133,2,N,2,4,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,2,79000,21000,58000,87207
9,2134,1,N,2,3,Internal,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,17515
9,2135,1,N,2,3,Internal,Automotive,N,N,Southwest,0-5yrs,Large,1,0,21000,21000,0,49643
9,2136,5,N,2,7,Internal,Automotive,N,N,Northeast,10+yrs,Large,1,1,50000,21000,29000,169056
9,2137,1,N,2,3,Internal,Automotive,N,N,Northeast,0-5yrs,Small,2,1,71000,42000,29000,113076
9,2138,1,N,2,3,Internal,Automotive,N,N,Southeast,0-5yrs,Large,1,0,21000,21000,0,324370
9,2139,1,N,2,3,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,0,2,58000,0,58000,168194
9,2140,3,N,2,5,Internal,Automotive,N,N,Midwest,0-5yrs,Large,2,1,71000,42000,29000,20000
9,2141,2,N,2,4,Internal,Automotive,N,N,West,0-5yrs,Small,1,2,79000,21000,58000,90459
9,2142,1,N,2,3,Internal,Automotive,N,N,Southwest,10+yrs,Medium,0,1,29000,0,29000,181584
9,2143,1,N,2,3,Internal,Automotive,N,N,Southwest,6-10yrs,Small,1,1,50000,21000,29000,41906
9,2144,5,N,2,7,Internal,Automotive,N,Y,Northeast,0-5yrs,Large,1,2,112000,32000,80000,59607
9,2145,2,N,2,4,Internal,Automotive,N,N,Midwest,0-5yrs,Small,5,1,134000,105000,29000,55590
9,2146,2,N,2,4,Internal,Automotive,N,N,Southwest,10+yrs,Small,1,0,21000,21000,0,47839
9,2147,1,N,2,3,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,0,1,29000,0,29000,83325
9,2148,1,N,2,3,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,1,1,50000,21000,29000,48940
9,2149,1,N,2,3,Internal,Automotive,N,N,Southeast,0-5yrs,Large,1,1,50000,21000,29000,147282
9,2150,3,N,2,5,Internal,Automotive,N,N,West,0-5yrs,Medium,0,2,58000,0,58000,42691
9,2151,1,N,2,3,Internal,Automotive,N,N,Northeast,6-10yrs,Large,0,2,58000,0,58000,49987
9,2152,3,N,2,5,Internal,Automotive,N,N,West,0-5yrs,Small,3,4,179000,63000,116000,244256
9,2153,1,N,2,3,Internal,Automotive,N,N,Northeast,10+yrs,Small,0,1,29000,0,29000,73264
9,2154,1,N,2,3,Internal,Automotive,N,N,Northeast,6-10yrs,Medium,1,3,108000,21000,87000,125417
9,2155,2,N,2,4,Internal,Automotive,N,N,Northeast,10+yrs,Small,1,0,21000,21000,0,153788
9,2156,2,N,2,4,Internal,Automotive,N,N,West,0-5yrs,Small,0,2,58000,0,58000,68862
9,2157,3,N,2,5,Internal,Automotive,N,N,Southeast,10+yrs,Small,0,1,29000,0,29000,48790
9,2158,1,N,2,3,Internal,Automotive,N,N,Southwest,10+yrs,Small,1,0,21000,21000,0,141472
9,2159,1,N,2,3,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,0,1,29000,0,29000,21585
9,2160,1,N,2,3,Internal,Automotive,N,N,West,6-10yrs,Small,1,0,21000,21000,0,65032
9,2161,1,N,2,3,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,1,0,21000,21000,0,45393
9,2162,7,Y,2,,Internal,Automotive,N,Y,Southwest,0-5yrs,Small,0,3,120000,0,120000,70289
9,2163,2,N,2,4,Internal,Automotive,N,N,Southwest,10+yrs,Large,1,0,21000,21000,0,92925
9,2164,1,N,2,3,Internal,Automotive,N,N,Midwest,6-10yrs,Medium,1,0,21000,21000,0,3503
9,2165,2,N,2,4,Internal,Automotive,N,N,Midwest,6-10yrs,Small,2,0,42000,42000,0,90249
9,2166,1,N,2,3,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,0,21000,21000,0,41987
9,2167,1,N,2,3,Internal,Automotive,N,N,West,10+yrs,Medium,1,0,21000,21000,0,127989
9,2168,3,N,2,5,Internal,Automotive,N,N,Midwest,6-10yrs,Small,0,4,116000,0,116000,67974
9,2169,3,N,2,5,Internal,Automotive,N,N,Southeast,10+yrs,Small,1,1,50000,21000,29000,57795
9,2170,2,N,2,4,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,2,79000,21000,58000,218863
9,2171,2,N,2,4,Internal,Automotive,N,N,West,0-5yrs,Small,1,1,50000,21000,29000,118647
9,2172,1,N,2,3,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,1,50000,21000,29000,178193
9,2173,1,N,2,3,Internal,Automotive,N,N,Southwest,0-5yrs,Large,1,0,21000,21000,0,110732
9,2174,2,N,2,4,Internal,Automotive,N,N,Midwest,6-10yrs,Small,2,1,71000,42000,29000,123761
9,2175,1,N,2,3,Internal,Automotive,N,N,Southeast,6-10yrs,Small,1,0,21000,21000,0,55950
9,2176,1,N,2,3,Internal,Automotive,N,N,Southeast,10+yrs,Small,1,0,21000,21000,0,18651
9,2177,1,N,2,3,Internal,Automotive,N,N,Midwest,6-10yrs,Small,0,1,29000,0,29000,17016
9,2178,1,N,2,3,Internal,Automotive,N,N,Southeast,6-10yrs,Medium,1,2,79000,21000,58000,29408
9,2179,3,N,2,5,Internal,Automotive,N,N,West,6-10yrs,Medium,0,1,29000,0,29000,169781
9,2180,2,N,2,4,Internal,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,155128
9,2181,2,N,2,4,Internal,Automotive,N,N,Northeast,0-5yrs,Medium,0,1,29000,0,29000,73599
9,2182,3,N,2,5,Internal,Automotive,N,N,Midwest,6-10yrs,Small,3,0,63000,63000,0,138407
9,2183,3,N,2,5,Internal,Automotive,N,N,Midwest,6-10yrs,Small,1,1,50000,21000,29000,30398
9,2184,1,N,2,3,Internal,Automotive,N,N,Southwest,0-5yrs,Small,3,0,63000,63000,0,13717
9,2185,1,N,2,3,Internal,Automotive,N,N,Midwest,6-10yrs,Small,0,1,29000,0,29000,86280
9,2186,7,Y,2,,Internal,Automotive,N,Y,Southwest,6-10yrs,Small,1,1,72000,32000,40000,44122
9,2187,2,N,2,4,Internal,Automotive,N,N,West,10+yrs,Medium,2,2,100000,42000,58000,109030
9,2188,1,N,2,3,Internal,Automotive,N,N,Northeast,6-10yrs,Small,1,0,21000,21000,0,48902
9,2189,4,N,2,6,Internal,Automotive,N,Y,West,6-10yrs,Small,2,1,104000,64000,40000,69494
9,2190,2,N,2,4,Internal,Automotive,N,N,Southeast,0-5yrs,Small,0,3,87000,0,87000,113802
9,2191,2,N,2,4,Internal,Automotive,N,N,Southwest,6-10yrs,Small,1,0,21000,21000,0,131709
9,2192,1,N,2,3,Internal,Automotive,N,N,Northeast,10+yrs,Medium,1,0,21000,21000,0,67367
9,2193,1,N,2,3,Internal,Automotive,N,N,West,6-10yrs,Small,0,1,29000,0,29000,61083
9,2194,3,N,2,5,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,2,4,158000,42000,116000,211294
9,2195,1,N,2,3,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,0,21000,21000,0,119058
9,2196,1,N,2,3,Internal,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,38428
9,2197,3,N,2,5,Internal,Automotive,N,N,West,0-5yrs,Small,2,1,71000,42000,29000,172218
9,2198,1,N,2,3,Internal,Automotive,N,N,Northeast,6-10yrs,Large,0,1,29000,0,29000,240513
9,2199,1,N,2,3,Internal,Automotive,N,N,Midwest,10+yrs,Small,1,1,50000,21000,29000,68803
9,2200,2,N,2,4,Internal,Automotive,N,N,Southwest,10+yrs,Medium,3,1,92000,63000,29000,78289
9,2201,2,N,2,4,Internal,Automotive,N,N,West,10+yrs,Small,1,0,21000,21000,0,218047
9,2202,1,N,2,3,Internal,Automotive,N,N,Midwest,6-10yrs,Small,1,1,50000,21000,29000,121183
9,2203,1,N,2,3,Internal,Automotive,N,N,Southeast,0-5yrs,Small,0,2,58000,0,58000,40707
9,2204,4,N,2,6,Internal,Automotive,N,N,Midwest,0-5yrs,Small,3,7,266000,63000,203000,178220
9,2205,1,N,2,3,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,1,0,21000,21000,0,18623
9,2206,1,N,2,3,Internal,Automotive,N,N,Southeast,10+yrs,Small,1,0,21000,21000,0,71109
9,2207,1,N,2,3,Internal,Automotive,N,N,Midwest,0-5yrs,Large,0,3,87000,0,87000,80351
9,2208,2,N,2,4,Internal,Automotive,N,N,Northeast,0-5yrs,Small,2,2,100000,42000,58000,64845
9,2209,1,N,2,3,Internal,Automotive,N,N,Midwest,0-5yrs,Small,2,0,42000,42000,0,58362
9,2210,6,N,2,8,Internal,Automotive,N,Y,Southeast,0-5yrs,Medium,3,1,136000,96000,40000,87433
9,2211,2,N,2,4,Internal,Automotive,N,N,Southwest,0-5yrs,Small,2,0,42000,42000,0,156879
9,2212,2,N,2,4,Internal,Automotive,N,N,Midwest,10+yrs,Small,1,0,21000,21000,0,18539
9,2213,1,N,2,3,Internal,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,78067
9,2214,1,N,2,3,Internal,Automotive,N,N,Southeast,6-10yrs,Small,4,1,113000,84000,29000,197286
9,2265,1,N,3,4,External,Automotive,N,N,Southwest,0-5yrs,Medium,0,2,58000,0,58000,64108
9,2266,3,N,3,6,External,Automotive,N,Y,Southwest,10+yrs,Small,3,1,136000,96000,40000,7522
9,2267,2,N,3,5,External,Automotive,N,N,Southwest,0-5yrs,Small,0,1,29000,0,29000,63677
9,2268,1,N,3,4,External,Automotive,N,N,Southeast,10+yrs,Medium,0,1,29000,0,29000,61740
9,2269,1,N,3,4,External,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,131380
9,2270,3,N,3,6,External,Automotive,N,Y,Southwest,0-5yrs,Small,0,3,120000,0,120000,83890
9,2271,1,N,3,4,External,Automotive,N,N,Midwest,0-5yrs,Small,1,0,21000,21000,0,103745
9,2272,1,N,3,4,External,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,82887
9,2273,1,N,3,4,External,Automotive,N,N,Southwest,0-5yrs,Small,0,1,29000,0,29000,27080
9,2274,6,Y,3,,External,Automotive,N,Y,Northeast,6-10yrs,Small,3,2,176000,96000,80000,75231
9,2275,2,N,3,5,External,Automotive,N,N,Southeast,0-5yrs,Large,0,1,29000,0,29000,15705
9,2276,1,N,3,4,External,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,53834
9,2277,2,N,3,5,External,Automotive,N,N,West,0-5yrs,Small,1,1,50000,21000,29000,255424
9,2278,3,N,3,6,External,Automotive,N,Y,Southwest,0-5yrs,Small,3,2,176000,96000,80000,148768
9,2279,6,Y,3,,External,Automotive,N,Y,Southeast,0-5yrs,Medium,3,0,96000,96000,0,94242
9,2280,1,N,3,4,External,Automotive,N,N,Midwest,0-5yrs,Small,1,0,21000,21000,0,34867
9,2281,2,N,3,5,External,Automotive,N,N,Northeast,6-10yrs,Small,0,1,29000,0,29000,82504
9,2282,1,N,3,4,External,Automotive,N,N,West,6-10yrs,Small,0,1,29000,0,29000,10937
9,2283,1,N,3,4,External,Automotive,N,N,West,0-5yrs,Large,1,0,21000,21000,0,85080
9,2284,1,N,3,4,External,Automotive,N,N,Northeast,0-5yrs,Large,1,0,21000,21000,0,18326
9,2285,1,N,3,4,External,Automotive,N,N,West,6-10yrs,Small,1,0,21000,21000,0,114414
9,2286,4,N,3,7,External,Automotive,N,N,Southeast,6-10yrs,Small,0,1,29000,0,29000,58931
9,2287,1,N,3,4,External,Automotive,N,N,Northeast,10+yrs,Small,0,1,29000,0,29000,50382
9,2288,1,N,3,4,External,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,24984
9,2289,1,N,3,4,External,Automotive,N,N,Southeast,6-10yrs,Medium,1,0,21000,21000,0,182895
9,2290,2,N,3,5,External,Automotive,N,N,Northeast,10+yrs,Large,1,0,21000,21000,0,104781
9,2291,3,N,3,6,External,Automotive,N,Y,Southeast,0-5yrs,Medium,3,2,176000,96000,80000,177004
9,2292,1,N,3,4,External,Automotive,N,N,Southeast,10+yrs,Small,1,0,21000,21000,0,12795
9,2293,2,N,3,5,External,Automotive,N,N,Southwest,0-5yrs,Large,1,1,50000,21000,29000,96999
9,2294,1,N,3,4,External,Automotive,N,N,West,10+yrs,Small,1,1,50000,21000,29000,131515
9,2295,1,N,3,4,External,Automotive,N,N,Southeast,0-5yrs,Large,1,0,21000,21000,0,45641
9,2296,1,N,3,4,External,Automotive,N,N,Southeast,6-10yrs,Medium,0,1,29000,0,29000,41137
9,2297,2,N,3,5,External,Automotive,N,N,Northeast,0-5yrs,Small,1,3,108000,21000,87000,21681
9,2298,3,N,3,6,External,Automotive,N,N,Midwest,0-5yrs,Small,2,1,71000,42000,29000,97927
9,2299,1,N,3,4,External,Automotive,N,N,Midwest,0-5yrs,Small,2,0,42000,42000,0,32682
9,2300,4,N,3,7,External,Automotive,N,Y,Southwest,0-5yrs,Large,4,5,328000,128000,200000,516481
9,2301,2,N,3,5,External,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,61060
9,2302,1,N,3,4,External,Automotive,N,N,West,0-5yrs,Medium,1,0,21000,21000,0,31121
9,2303,2,N,3,5,External,Automotive,N,N,Northeast,10+yrs,Small,1,0,21000,21000,0,62496
9,2304,1,N,3,4,External,Automotive,N,N,Southeast,0-5yrs,Large,1,0,21000,21000,0,16991
9,2305,1,N,3,4,External,Automotive,N,N,Midwest,0-5yrs,Small,2,1,71000,42000,29000,294575
9,2306,2,N,3,5,External,Automotive,N,N,Southwest,0-5yrs,Small,4,2,142000,84000,58000,307962
9,2307,2,N,3,5,External,Automotive,N,N,Southwest,6-10yrs,Small,1,0,21000,21000,0,68342
9,2308,1,N,3,4,External,Automotive,N,N,Southeast,6-10yrs,Medium,1,1,50000,21000,29000,35279
9,2309,2,N,3,5,External,Automotive,N,N,Northeast,10+yrs,Medium,4,1,113000,84000,29000,94196
9,2310,1,N,3,4,External,Automotive,N,N,Southwest,0-5yrs,Small,0,2,58000,0,58000,58613
9,2311,5,N,3,8,External,Automotive,N,Y,Southwest,0-5yrs,Large,6,2,272000,192000,80000,69558
9,2312,1,N,3,4,External,Automotive,N,N,Midwest,0-5yrs,Small,0,1,29000,0,29000,57970
9,2313,1,N,3,4,External,Automotive,N,N,West,6-10yrs,Small,0,1,29000,0,29000,37543
9,2314,1,N,3,4,External,Automotive,N,N,Southwest,0-5yrs,Large,1,0,21000,21000,0,49701
9,2315,3,N,3,6,External,Automotive,N,Y,Southeast,0-5yrs,Medium,2,0,64000,64000,0,28181
9,2316,6,Y,3,,External,Automotive,N,Y,West,6-10yrs,Small,1,1,72000,32000,40000,57544
9,2317,3,N,3,6,External,Automotive,N,Y,Southwest,0-5yrs,Medium,0,1,40000,0,40000,283076
9,2318,2,N,3,5,External,Automotive,N,N,Southwest,10+yrs,Medium,1,0,21000,21000,0,99376
9,2319,3,N,3,6,External,Automotive,N,Y,Midwest,6-10yrs,Small,0,1,40000,0,40000,158704
9,2320,2,N,3,5,External,Automotive,N,N,Northeast,10+yrs,Small,1,2,79000,21000,58000,24039
9,2321,1,N,3,4,External,Automotive,N,N,West,0-5yrs,Medium,2,0,42000,42000,0,92305
9,2322,1,N,3,4,External,Automotive,N,N,Southwest,6-10yrs,Small,1,0,21000,21000,0,187931
9,2323,4,N,3,7,External,Automotive,N,Y,Southwest,6-10yrs,Small,4,0,128000,128000,0,60128
9,2324,3,N,3,6,External,Automotive,N,N,Southeast,0-5yrs,Medium,3,3,150000,63000,87000,74268
9,2325,1,N,3,4,External,Automotive,N,N,Northeast,0-5yrs,Small,2,0,42000,42000,0,198129
9,2326,1,N,3,4,Internal,Automotive,N,N,Southwest,6-10yrs,Large,1,0,21000,21000,0,79918
9,2327,1,N,3,4,Internal,Automotive,N,N,West,0-5yrs,Small,1,1,50000,21000,29000,86289
9,2328,2,N,3,5,Internal,Automotive,N,N,West,6-10yrs,Medium,1,1,50000,21000,29000,37306
9,2329,3,N,3,6,Internal,Automotive,N,Y,Northeast,6-10yrs,Medium,3,1,136000,96000,40000,231202
9,2330,6,Y,3,,Internal,Automotive,N,Y,Southwest,0-5yrs,Medium,0,4,160000,0,160000,38938
9,2331,1,N,3,4,Internal,Automotive,N,N,West,0-5yrs,Small,1,0,21000,21000,0,99191
9,2332,5,N,3,8,Internal,Automotive,N,N,West,6-10yrs,Medium,1,1,50000,21000,29000,45455
9,2333,1,N,3,4,Internal,Automotive,N,N,Southwest,0-5yrs,Small,0,1,29000,0,29000,19115
9,2334,3,N,3,6,Internal,Automotive,N,Y,Northeast,6-10yrs,Small,3,2,176000,96000,80000,126677
9,2335,1,N,3,4,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,0,21000,21000,0,27928
9,2336,4,N,3,7,Internal,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,40253
9,2337,3,N,3,6,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,1,50000,21000,29000,118669
9,2338,6,Y,3,,Internal,Automotive,N,N,Northeast,10+yrs,Small,1,1,50000,21000,29000,47491
9,2339,3,N,3,6,Internal,Automotive,N,Y,Northeast,10+yrs,Small,0,3,120000,0,120000,75588
9,2340,1,N,3,4,Internal,Automotive,N,N,Southwest,0-5yrs,Large,1,0,21000,21000,0,52400
9,2341,2,N,3,5,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,1,0,21000,21000,0,145046
9,2342,1,N,3,4,Internal,Automotive,N,N,West,0-5yrs,Small,1,1,50000,21000,29000,95586
9,2343,2,N,3,5,Internal,Automotive,N,N,West,6-10yrs,Large,3,2,121000,63000,58000,184732
9,2344,1,N,3,4,Internal,Automotive,N,N,Northeast,0-5yrs,Medium,1,0,21000,21000,0,140233
9,2345,1,N,3,4,Internal,Automotive,N,N,Southeast,6-10yrs,Medium,1,0,21000,21000,0,18609
9,2346,2,N,3,5,Internal,Automotive,N,N,West,0-5yrs,Large,0,1,29000,0,29000,32469
9,2347,1,N,3,4,Internal,Automotive,N,N,Southeast,6-10yrs,Small,1,0,21000,21000,0,49639
9,2348,3,N,3,6,Internal,Automotive,N,N,West,6-10yrs,Medium,0,2,58000,0,58000,214029
9,2349,1,N,3,4,Internal,Automotive,N,N,Southwest,6-10yrs,Medium,3,0,63000,63000,0,74859
9,2350,5,N,3,8,Internal,Automotive,N,Y,Northeast,0-5yrs,Medium,1,1,72000,32000,40000,161684
9,2351,6,Y,3,,Internal,Automotive,N,Y,Southeast,10+yrs,Small,1,0,32000,32000,0,18315
9,2352,1,N,3,4,Internal,Automotive,N,N,Southwest,10+yrs,Small,1,0,21000,21000,0,46306
9,2353,2,N,3,5,Internal,Automotive,N,N,Southeast,6-10yrs,Small,0,1,29000,0,29000,99552
9,2354,1,N,3,4,Internal,Automotive,N,N,Southeast,0-5yrs,Large,1,0,21000,21000,0,100945
9,2355,2,N,3,5,Internal,Automotive,N,N,Southwest,0-5yrs,Small,0,1,29000,0,29000,55672
